SKU_ID,Warehouse_ID,Current_Stock,Safety_Stock,Reorder_Point,Snapshot_Date,Lead_Time_Days,Inventory_Value
SKU0111,WH6,283,295,253,2/16/2026,2,266592
SKU0112,WH4,232,187,226,11/18/2023,20,40467
SKU0428,WH2,506,106,319,11/1/2023,4,33609
SKU0425,WH7,871,298,210,1/4/2026,18,159886
SKU0351,WH2,173,295,270,4/18/2025,25,230297
SKU0113,WH1,1489,200,160,10/19/2023,8,187959
SKU0229,WH2,744,216,176,4/1/2025,15,252751
SKU0416,WH8,843,246,115,5/30/2024,15,259469
SKU0097,WH4,1006,172,365,8/25/2024,12,283060
SKU0468,WH5,338,287,410,12/16/2024,17,188099
SKU0005,WH2,313,92,142,6/13/2025,23,184910
SKU0047,WH1,123,217,401,12/10/2025,8,114463
SKU0256,WH7,419,244,420,9/29/2023,28,22115
SKU0401,WH5,996,87,227,6/24/2025,19,197656
SKU0289,WH5,1318,226,313,5/10/2026,25,100994
SKU0170,WH7,1170,221,159,11/14/2023,24,170347
SKU0407,WH5,1131,53,201,6/26/2025,18,109829
SKU0070,WH7,986,105,480,7/17/2024,28,275525
SKU0306,WH1,1380,60,255,10/5/2025,25,36237
SKU0157,WH5,1074,188,361,5/24/2024,13,234634
SKU0320,WH4,687,236,465,1/10/2026,13,138065
SKU0230,WH5,1427,225,191,3/18/2025,12,291986
SKU0004,WH7,812,196,123,3/19/2026,14,261086
SKU0377,WH6,409,53,144,10/19/2023,13,278539
SKU0486,WH6,386,273,332,3/18/2026,24,35342
SKU0391,WH7,1099,80,320,10/1/2024,27,209569
SKU0079,WH7,1184,158,169,12/31/2025,11,171121
SKU0254,WH4,1175,85,356,11/10/2023,3,104995
SKU0190,WH1,851,100,256,11/18/2025,4,40573
SKU0315,WH7,917,259,104,10/5/2024,23,14512
SKU0149,WH7,1486,99,213,5/16/2025,12,31850
SKU0248,WH1,787,104,348,4/4/2025,7,168878
SKU0272,WH6,150,274,367,12/3/2024,21,103639
SKU0326,WH1,1366,180,153,12/27/2023,25,122769
SKU0397,WH5,242,247,349,9/30/2024,27,18894
SKU0136,WH2,1075,59,491,10/12/2025,3,60576
SKU0481,WH2,1097,156,462,3/15/2024,14,149285
SKU0317,WH5,885,132,170,1/9/2025,4,129710
SKU0387,WH3,733,50,169,2/2/2026,8,81697
SKU0111,WH3,1001,222,491,10/24/2023,5,7453
SKU0430,WH4,502,148,326,7/6/2025,13,127635
SKU0446,WH2,693,126,253,9/19/2023,28,278749
SKU0023,WH5,979,229,356,7/30/2024,25,219849
SKU0253,WH7,403,210,254,11/30/2025,15,173379
SKU0136,WH1,72,261,319,10/7/2023,11,42607
SKU0404,WH2,811,122,258,6/14/2025,10,210710
SKU0286,WH5,530,251,474,5/16/2026,23,281263
SKU0238,WH6,510,147,461,6/29/2025,7,40846
SKU0203,WH8,1266,132,280,11/28/2024,13,282221
SKU0054,WH8,218,294,469,10/4/2025,23,170845
SKU0404,WH6,934,192,215,5/26/2024,9,69096
SKU0258,WH8,786,279,147,12/5/2025,12,238376
SKU0098,WH3,607,278,237,8/30/2025,19,147148
SKU0145,WH6,1326,73,255,7/27/2024,3,203382
SKU0271,WH6,969,150,367,8/6/2024,11,272396
SKU0449,WH3,164,111,370,6/4/2025,14,23988
SKU0495,WH3,163,134,165,1/20/2024,7,16521
SKU0197,WH6,756,82,437,8/20/2024,24,143351
SKU0354,WH4,616,144,216,12/23/2023,11,218765
SKU0197,WH7,360,112,480,12/7/2025,23,234450
SKU0104,WH5,818,71,289,10/23/2024,16,277614
SKU0109,WH5,1367,204,399,9/5/2023,20,16136
SKU0456,WH6,909,168,270,11/13/2025,11,217929
SKU0324,WH7,206,294,122,4/11/2026,16,248102
SKU0299,WH1,52,196,493,6/15/2025,28,192234
SKU0396,WH7,1210,60,105,12/18/2023,29,223591
SKU0484,WH5,1230,62,478,1/17/2024,23,113984
SKU0492,WH1,789,120,285,12/22/2023,11,199403
SKU0094,WH6,243,268,404,8/1/2023,14,238067
SKU0211,WH7,1111,73,294,3/29/2024,29,193856
SKU0278,WH3,1305,223,420,12/5/2024,20,40585
SKU0248,WH2,4,202,365,8/29/2025,18,231941
SKU0220,WH7,62,160,295,10/7/2024,16,227858
SKU0350,WH3,1464,264,456,9/16/2024,12,209607
SKU0454,WH5,691,228,160,5/13/2025,13,179225
SKU0233,WH1,513,112,240,6/12/2024,21,81164
SKU0381,WH3,1445,214,191,1/30/2025,17,150682
SKU0404,WH7,824,296,194,1/19/2025,16,193804
SKU0370,WH7,38,199,308,8/23/2023,21,80083
SKU0399,WH5,1181,71,244,1/21/2025,19,214883
SKU0115,WH5,1051,52,487,12/26/2023,28,242165
SKU0264,WH1,68,252,239,7/15/2024,23,151863
SKU0293,WH6,424,230,425,2/11/2025,28,126573
SKU0156,WH4,154,73,272,5/10/2025,14,92830
SKU0267,WH2,1223,266,226,9/15/2023,28,110633
SKU0326,WH7,811,286,213,4/27/2025,6,144734
SKU0256,WH8,786,131,267,7/19/2024,18,25704
SKU0027,WH4,219,99,302,3/7/2024,3,121201
SKU0298,WH3,1004,225,475,12/24/2023,23,71764
SKU0331,WH4,1389,100,237,3/3/2024,4,228452
SKU0339,WH1,483,77,327,12/6/2024,8,138630
SKU0460,WH7,1296,216,182,9/11/2023,18,293413
SKU0465,WH2,605,123,101,11/28/2024,16,172223
SKU0264,WH4,754,147,411,8/25/2025,8,8938
SKU0059,WH8,100,139,421,1/15/2025,4,44043
SKU0117,WH4,1355,149,352,9/6/2025,7,205398
SKU0444,WH8,1350,265,112,1/28/2026,18,152016
SKU0479,WH2,224,197,139,8/24/2023,28,162931
SKU0318,WH3,1470,288,164,7/14/2025,2,187729
SKU0019,WH8,1109,274,305,7/4/2024,18,277983
SKU0299,WH1,990,213,243,3/26/2025,23,153552
SKU0444,WH7,628,200,432,8/27/2025,3,104989
SKU0435,WH8,215,202,472,12/1/2024,27,148350
SKU0084,WH2,443,286,274,8/6/2024,9,210231
SKU0320,WH8,159,57,316,11/12/2023,16,19288
SKU0066,WH3,1302,231,222,3/9/2026,26,166411
SKU0326,WH2,931,55,201,7/11/2024,16,112120
SKU0233,WH1,1192,273,106,3/21/2026,7,20261
SKU0475,WH1,1266,106,321,4/22/2026,12,99400
SKU0304,WH8,142,121,116,5/15/2026,10,148712
SKU0402,WH4,50,210,480,4/4/2026,28,128213
SKU0020,WH4,537,115,201,11/2/2025,14,220299
SKU0457,WH8,1139,233,473,8/26/2024,13,202666
SKU0451,WH5,190,244,416,6/1/2024,12,197288
SKU0040,WH5,774,51,333,2/6/2025,24,245562
SKU0358,WH4,349,123,428,10/13/2024,27,183627
SKU0018,WH1,1146,246,486,5/20/2026,4,285141
SKU0396,WH3,664,223,272,12/16/2023,13,189833
SKU0120,WH6,790,290,286,9/27/2025,26,106751
SKU0496,WH4,26,210,337,12/22/2023,24,163697
SKU0339,WH5,420,96,131,2/20/2026,22,237670
SKU0154,WH1,1246,107,422,2/18/2026,29,61825
SKU0353,WH6,1014,263,356,4/1/2025,8,74303
SKU0289,WH7,766,117,203,3/22/2024,14,298275
SKU0134,WH2,848,169,107,9/10/2024,4,79013
SKU0374,WH4,1478,68,385,1/13/2026,18,148332
SKU0442,WH8,579,251,326,11/22/2025,20,289544
SKU0185,WH4,492,180,318,12/26/2025,25,209923
SKU0128,WH3,1122,185,155,1/6/2026,21,204987
SKU0137,WH6,1041,259,361,11/12/2023,23,99348
SKU0394,WH7,551,179,259,6/10/2025,11,255791
SKU0428,WH1,48,152,422,12/1/2023,17,234445
SKU0181,WH3,1476,251,167,8/8/2025,6,175866
SKU0155,WH7,1056,261,127,4/13/2026,7,137082
SKU0081,WH8,518,293,464,12/17/2024,13,294584
SKU0180,WH2,426,143,463,9/19/2023,2,261792
SKU0340,WH1,690,56,314,3/7/2026,19,44538
SKU0192,WH3,316,266,112,2/13/2024,17,141089
SKU0182,WH2,1109,63,186,11/1/2025,26,161262
SKU0141,WH2,747,123,422,12/10/2023,20,36655
SKU0159,WH4,811,191,482,6/12/2024,3,138876
SKU0234,WH6,1241,210,393,8/11/2023,6,143753
SKU0465,WH6,1114,250,379,8/15/2024,27,128508
SKU0243,WH1,1280,169,367,8/16/2025,28,16601
SKU0177,WH2,106,68,364,7/15/2023,6,276835
SKU0203,WH3,396,279,356,7/27/2025,23,251983
SKU0411,WH1,905,70,180,1/15/2024,20,218950
SKU0013,WH2,150,103,387,12/9/2023,12,11417
SKU0430,WH4,1403,164,168,12/25/2024,22,167985
SKU0051,WH5,270,288,439,7/7/2024,6,48247
SKU0427,WH5,112,109,219,10/25/2023,12,165220
SKU0244,WH6,1497,208,330,8/2/2023,12,132980
SKU0360,WH8,911,180,362,7/23/2024,9,275547
SKU0375,WH5,610,294,491,5/9/2025,22,157597
SKU0356,WH2,239,117,362,4/23/2024,17,26744
SKU0335,WH2,999,209,462,3/27/2025,12,260002
SKU0214,WH3,629,96,251,2/3/2025,2,189938
SKU0473,WH5,1297,228,314,11/26/2024,16,98559
SKU0019,WH5,693,254,437,12/5/2024,18,10120
SKU0285,WH1,719,259,187,4/2/2025,17,242964
SKU0087,WH1,910,251,432,1/18/2024,18,83566
SKU0211,WH2,354,66,289,9/18/2024,26,150797
SKU0451,WH6,391,201,363,7/12/2024,24,252797
SKU0147,WH7,1139,132,272,9/24/2025,16,45269
SKU0013,WH2,881,101,314,2/11/2025,20,282703
SKU0097,WH8,196,112,396,10/28/2025,12,95306
SKU0344,WH4,1051,210,331,6/20/2024,27,16684
SKU0038,WH6,228,183,210,7/21/2025,3,114259
SKU0419,WH5,665,284,118,3/14/2026,3,172132
SKU0033,WH5,396,231,118,7/1/2025,17,172955
SKU0045,WH8,168,229,493,3/12/2024,23,156869
SKU0185,WH2,236,275,390,2/26/2024,23,172107
SKU0049,WH7,1168,89,109,4/27/2024,7,94624
SKU0450,WH7,301,226,427,12/24/2023,3,241158
SKU0083,WH8,993,165,271,4/26/2025,8,35582
SKU0039,WH7,316,172,239,11/21/2023,12,88897
SKU0047,WH8,105,298,285,8/9/2025,11,169248
SKU0161,WH3,6,213,251,4/18/2026,17,188198
SKU0347,WH8,1357,289,362,11/9/2025,20,103691
SKU0178,WH8,270,196,337,8/10/2024,2,83022
SKU0194,WH1,423,85,375,2/25/2025,4,63472
SKU0033,WH8,1478,178,370,4/26/2024,7,239644
SKU0177,WH5,877,92,118,7/25/2023,8,255706
SKU0199,WH7,1059,126,366,1/17/2025,11,153614
SKU0394,WH3,96,202,101,1/3/2026,28,101762
SKU0412,WH6,172,125,297,1/7/2024,4,193576
SKU0089,WH1,1209,206,403,10/15/2024,14,241713
SKU0351,WH8,1450,268,396,9/7/2024,11,296380
SKU0172,WH6,453,139,475,3/15/2025,15,56894
SKU0382,WH4,982,121,248,12/15/2025,13,190853
SKU0269,WH8,191,201,420,10/19/2024,13,277817
SKU0223,WH7,1038,69,461,4/14/2026,25,215000
SKU0029,WH7,11,96,242,11/1/2024,4,101253
SKU0040,WH6,1055,175,405,12/2/2024,7,276118
SKU0393,WH6,822,261,374,10/6/2023,15,75279
SKU0223,WH2,580,114,329,12/22/2025,12,270776
SKU0233,WH3,937,137,333,6/24/2024,3,77756
SKU0413,WH1,1409,283,372,8/31/2025,26,104954
SKU0132,WH7,1064,234,195,11/2/2023,24,186586
SKU0337,WH8,1321,73,468,10/1/2023,9,134852
SKU0465,WH2,389,264,287,4/22/2024,12,180487
SKU0403,WH7,1177,238,328,12/26/2023,13,205418
SKU0371,WH2,1497,299,429,4/29/2026,28,180366
SKU0432,WH7,728,275,261,9/5/2023,19,296820
SKU0195,WH5,790,250,437,10/31/2024,27,232732
SKU0250,WH8,421,145,160,3/27/2025,5,76362
SKU0481,WH1,272,155,157,8/22/2023,25,89511
SKU0101,WH2,697,237,162,12/2/2025,29,124478
SKU0426,WH8,1103,52,344,1/1/2026,14,97767
SKU0370,WH5,172,151,157,11/11/2023,10,101577
SKU0466,WH8,1389,146,282,11/20/2023,15,171806
SKU0469,WH8,858,254,247,10/1/2024,21,248372
SKU0314,WH8,216,279,159,1/14/2024,23,255761
SKU0344,WH7,1176,58,416,2/25/2026,6,176085
SKU0059,WH2,1311,50,269,9/5/2025,23,12222
SKU0144,WH1,955,62,148,10/27/2024,13,101008
SKU0382,WH2,213,278,372,10/28/2025,4,156634
SKU0223,WH4,650,70,181,3/2/2024,6,160138
SKU0106,WH8,853,124,375,12/10/2023,13,168615
SKU0060,WH4,723,214,166,10/28/2023,29,21082
SKU0195,WH4,430,126,475,3/21/2025,28,207403
SKU0401,WH4,335,296,324,11/6/2025,24,133431
SKU0192,WH8,622,211,377,4/23/2025,5,53873
SKU0289,WH6,645,242,408,5/19/2024,6,135626
SKU0371,WH3,360,102,159,1/11/2026,7,176657
SKU0455,WH7,60,118,390,9/12/2025,14,232395
SKU0104,WH2,450,153,326,2/6/2026,10,121019
SKU0150,WH2,786,68,387,1/13/2026,10,280192
SKU0263,WH2,1274,262,316,3/3/2026,26,177130
SKU0353,WH2,361,273,437,10/4/2025,18,179128
SKU0261,WH5,457,236,148,11/14/2024,20,200455
SKU0141,WH3,1311,182,176,8/18/2023,3,287608
SKU0222,WH7,1236,181,215,7/5/2025,23,224111
SKU0266,WH2,542,241,412,9/11/2024,16,148853
SKU0142,WH5,1221,293,160,9/14/2023,10,30486
SKU0071,WH6,749,275,462,4/29/2026,3,112911
SKU0159,WH3,868,112,365,6/14/2024,15,247552
SKU0260,WH5,108,115,130,1/10/2025,17,66388
SKU0366,WH8,1186,108,460,1/14/2025,8,286088
SKU0048,WH4,524,117,374,4/5/2024,18,290101
SKU0063,WH8,678,200,427,9/8/2025,27,17529
SKU0106,WH4,331,256,427,11/2/2024,15,198477
SKU0128,WH5,1154,212,415,7/15/2025,13,243625
SKU0260,WH2,625,285,308,12/30/2024,11,53984
SKU0462,WH3,1168,103,489,10/28/2024,27,290943
SKU0207,WH1,569,278,475,1/22/2024,5,188131
SKU0057,WH8,469,243,306,6/22/2025,13,151819
SKU0035,WH5,1325,142,454,3/21/2024,18,287842
SKU0354,WH7,1436,255,156,7/28/2024,2,178460
SKU0142,WH5,874,135,292,4/24/2026,27,140399
SKU0077,WH8,1091,240,392,10/4/2023,24,174256
SKU0408,WH5,490,200,124,10/1/2023,14,289233
SKU0023,WH2,266,228,361,11/27/2025,27,78003
SKU0378,WH5,1376,73,154,8/14/2024,6,269383
SKU0437,WH1,1186,69,465,10/10/2024,9,66798
SKU0115,WH4,826,79,288,4/11/2024,29,214177
SKU0208,WH4,667,132,336,5/1/2025,3,27823
SKU0099,WH7,901,244,457,7/19/2025,23,170937
SKU0027,WH3,1238,165,324,12/20/2023,10,180308
SKU0098,WH3,1039,147,123,2/21/2025,20,246631
SKU0469,WH4,86,61,129,2/15/2024,23,141776
SKU0264,WH1,471,83,150,12/12/2023,15,157548
SKU0161,WH1,1166,54,338,7/23/2023,26,208942
SKU0476,WH2,113,172,270,8/9/2024,4,226001
SKU0091,WH4,1415,224,342,3/1/2026,22,189663
SKU0273,WH4,672,56,335,8/18/2023,7,32820
SKU0442,WH3,409,286,228,5/5/2024,18,5857
SKU0108,WH2,784,128,274,10/19/2023,17,121641
SKU0062,WH4,1246,107,118,12/26/2023,25,131270
SKU0078,WH3,921,102,291,2/21/2026,27,116964
SKU0286,WH3,835,266,161,11/26/2025,20,76384
SKU0249,WH6,87,131,319,5/10/2025,17,60306
SKU0046,WH3,1101,265,104,5/21/2025,29,133493
SKU0126,WH3,1318,137,403,3/15/2026,11,227291
SKU0401,WH8,850,144,181,2/9/2025,25,81526
SKU0486,WH7,321,152,431,11/29/2024,18,21024
SKU0195,WH1,1219,187,425,2/2/2026,21,263372
SKU0313,WH7,875,53,228,2/21/2026,17,133747
SKU0134,WH5,179,111,270,12/17/2024,5,164416
SKU0184,WH8,630,248,356,12/9/2023,25,86494
SKU0473,WH7,377,103,339,3/15/2025,17,108376
SKU0070,WH3,394,267,263,8/3/2024,21,275869
SKU0356,WH1,223,296,255,11/13/2024,21,273752
SKU0103,WH6,210,118,108,10/20/2023,24,148796
SKU0356,WH5,472,143,151,5/30/2024,27,221248
SKU0434,WH1,49,116,377,10/17/2023,25,216193
SKU0067,WH5,307,169,270,4/25/2026,17,19716
SKU0163,WH8,1073,241,463,8/9/2024,23,186516
SKU0111,WH1,701,168,488,3/23/2024,21,28440
SKU0249,WH2,438,249,433,6/13/2025,17,262875
SKU0403,WH1,524,228,482,10/12/2025,24,107867
SKU0331,WH2,696,197,367,10/31/2023,26,26979
SKU0143,WH7,1384,81,311,4/27/2025,3,6675
SKU0293,WH5,435,194,408,8/7/2024,13,191323
SKU0096,WH7,142,289,153,6/27/2025,20,261168
SKU0415,WH4,733,87,145,5/5/2025,18,87314
SKU0439,WH4,483,175,373,12/16/2025,8,51373
SKU0342,WH3,714,286,362,11/29/2025,23,5189
SKU0071,WH6,617,152,296,10/27/2024,11,42881
SKU0385,WH7,490,265,457,9/14/2024,25,143830
SKU0352,WH5,667,106,269,5/8/2024,19,55640
SKU0310,WH6,1062,202,151,6/26/2025,6,124703
SKU0341,WH1,1207,291,165,4/3/2024,2,190899
SKU0162,WH3,669,103,356,6/18/2024,27,108442
SKU0231,WH7,693,217,116,1/5/2026,26,95627
SKU0244,WH1,589,124,460,12/20/2025,19,106376
SKU0328,WH4,831,267,428,4/21/2025,14,240178
SKU0411,WH3,765,174,220,4/14/2025,8,110373
SKU0299,WH5,758,186,303,11/29/2025,8,146802
SKU0087,WH7,1464,181,146,9/19/2024,15,225017
SKU0400,WH5,310,201,171,9/20/2023,13,13145
SKU0381,WH3,443,61,252,2/23/2024,21,270763
SKU0206,WH6,969,280,431,5/23/2025,7,207871
SKU0371,WH6,1127,90,175,2/19/2026,19,57692
SKU0025,WH8,412,273,132,11/28/2025,3,234697
SKU0069,WH3,553,154,273,7/19/2023,10,115141
SKU0003,WH1,783,162,437,12/19/2025,2,33819
SKU0196,WH8,621,157,263,1/17/2025,23,182745
SKU0203,WH1,1381,184,139,1/27/2025,2,178452
SKU0072,WH5,672,225,203,7/13/2025,12,90066
SKU0443,WH5,1392,72,487,6/14/2025,28,41576
SKU0353,WH7,266,129,355,3/4/2025,23,235768
SKU0189,WH3,434,181,139,9/16/2025,5,57635
SKU0342,WH6,829,163,190,11/30/2023,22,159239
SKU0271,WH7,1091,109,448,12/28/2025,21,275902
SKU0317,WH2,545,115,101,5/17/2026,6,204188
SKU0396,WH7,110,294,340,2/24/2024,20,250469
SKU0063,WH3,125,274,367,2/10/2026,28,21558
SKU0408,WH3,967,231,272,2/6/2025,12,278016
SKU0071,WH8,817,94,225,6/22/2024,23,178720
SKU0024,WH6,1181,287,204,9/12/2025,2,89063
SKU0078,WH4,275,105,246,3/4/2026,19,141350
SKU0446,WH6,463,287,210,3/25/2024,23,279444
SKU0013,WH8,14,177,374,4/28/2025,13,170381
SKU0266,WH8,899,192,317,5/19/2024,10,294024
SKU0193,WH3,739,173,440,11/26/2025,6,210367
SKU0371,WH7,1490,223,145,9/29/2024,15,294134
SKU0261,WH4,1383,196,441,4/11/2024,19,203596
SKU0354,WH1,749,108,392,2/13/2026,22,205668
SKU0109,WH2,404,141,202,5/20/2025,7,280349
SKU0303,WH6,1321,76,495,4/7/2025,29,293452
SKU0363,WH3,308,265,343,4/12/2025,3,122776
SKU0136,WH6,1428,232,391,7/29/2025,16,115481
SKU0051,WH7,1048,232,420,2/18/2025,15,65510
SKU0206,WH1,1360,263,106,6/2/2024,12,97724
SKU0364,WH3,849,278,290,2/6/2026,12,272636
SKU0037,WH3,1084,235,326,7/13/2025,27,170880
SKU0081,WH8,874,100,205,5/4/2025,28,232498
SKU0171,WH1,282,206,495,9/5/2025,12,110640
SKU0214,WH3,1339,105,288,2/2/2025,24,122271
SKU0185,WH2,862,272,299,7/19/2025,25,111190
SKU0300,WH3,254,283,354,9/9/2025,9,42654
SKU0449,WH4,786,215,434,4/27/2026,23,189394
SKU0177,WH6,1168,240,396,7/21/2024,15,131685
SKU0295,WH1,572,148,201,10/4/2024,28,74597
SKU0204,WH4,929,111,490,4/19/2024,21,153805
SKU0376,WH2,528,238,466,9/24/2025,3,116469
SKU0030,WH3,1231,100,330,2/3/2026,27,130764
SKU0221,WH1,1015,135,331,1/1/2025,2,110586
SKU0336,WH1,550,216,145,7/16/2023,14,270791
SKU0236,WH4,326,286,275,8/13/2023,25,250901
SKU0322,WH2,1224,278,188,7/25/2023,22,129035
SKU0051,WH8,1037,261,211,1/5/2025,10,180621
SKU0335,WH4,1167,258,260,3/7/2024,12,13230
SKU0302,WH6,747,136,168,8/4/2024,9,298009
SKU0392,WH6,919,133,193,4/25/2026,16,47086
SKU0390,WH5,967,103,421,8/5/2024,19,228849
SKU0187,WH2,1006,85,284,3/29/2025,26,76158
SKU0118,WH3,793,196,335,10/10/2025,16,47968
SKU0102,WH5,656,245,343,3/25/2024,29,210368
SKU0261,WH4,1049,72,333,11/22/2023,12,75800
SKU0334,WH4,312,124,433,5/5/2025,21,33896
SKU0324,WH7,1282,110,394,3/4/2026,17,107437
SKU0111,WH2,1222,50,349,6/25/2025,20,135763
SKU0387,WH2,836,180,440,8/3/2023,15,45024
SKU0288,WH6,915,225,289,9/15/2025,10,299032
SKU0216,WH6,869,132,474,3/29/2025,19,153570
SKU0115,WH4,1191,120,380,10/13/2025,13,248742
SKU0318,WH1,900,289,283,9/27/2025,23,49813
SKU0472,WH3,1213,224,138,5/25/2025,16,194108
SKU0286,WH2,1015,150,305,4/13/2025,11,218239
SKU0305,WH8,1421,66,424,11/3/2023,24,72367
SKU0140,WH6,778,285,316,7/7/2025,25,277069
SKU0089,WH1,657,59,144,11/9/2024,20,144239
SKU0434,WH4,877,239,421,2/9/2026,11,279624
SKU0466,WH6,212,85,454,7/24/2025,19,169272
SKU0402,WH4,375,215,211,10/23/2023,16,164716
SKU0093,WH1,585,278,247,1/17/2024,16,278052
SKU0303,WH8,700,90,493,5/16/2026,19,159809
SKU0063,WH4,712,92,203,1/11/2025,3,215279
SKU0428,WH3,1339,248,105,12/18/2025,11,81615
SKU0405,WH7,1185,250,461,5/7/2024,8,249177
SKU0432,WH8,625,239,177,7/9/2025,14,208549
SKU0322,WH1,589,270,470,10/13/2023,11,79091
SKU0288,WH3,450,234,340,2/15/2024,21,198041
SKU0350,WH8,868,199,253,11/27/2024,24,158629
SKU0173,WH2,859,214,416,10/20/2025,14,28032
SKU0179,WH7,489,170,177,9/1/2025,23,181310
SKU0053,WH5,715,79,417,3/25/2026,29,168450
SKU0111,WH7,434,82,463,12/27/2025,28,208273
SKU0252,WH3,80,160,213,9/5/2024,21,230015
SKU0377,WH7,931,162,250,2/20/2025,6,233904
SKU0156,WH5,230,71,435,8/9/2024,12,77449
SKU0345,WH4,492,219,188,9/10/2025,9,112780
SKU0487,WH3,418,193,206,6/13/2025,7,238252
SKU0318,WH3,446,233,269,6/13/2025,4,182468
SKU0029,WH4,759,116,302,3/20/2024,11,63169
SKU0445,WH6,1395,223,257,5/9/2024,9,282544
SKU0124,WH3,841,251,291,4/23/2024,24,246179
SKU0392,WH4,618,281,252,1/2/2026,21,269483
SKU0174,WH2,1490,66,450,6/25/2024,19,69093
SKU0031,WH7,1300,297,478,11/19/2023,3,159665
SKU0497,WH7,168,124,189,5/9/2024,19,115517
SKU0322,WH1,827,269,105,10/21/2025,3,264109
SKU0318,WH6,568,66,494,1/29/2025,14,85724
SKU0274,WH6,349,274,356,5/16/2024,25,227310
SKU0439,WH8,358,164,432,3/22/2026,15,16590
SKU0085,WH3,440,157,115,5/24/2024,29,202817
SKU0421,WH2,295,143,430,5/27/2025,22,16342
SKU0486,WH1,905,264,441,1/18/2025,14,159671
SKU0086,WH7,61,279,455,11/9/2023,16,75258
SKU0158,WH3,524,183,166,1/26/2026,28,183187
SKU0339,WH2,189,226,179,12/2/2025,27,257671
SKU0277,WH8,66,66,456,11/30/2024,13,47778
SKU0334,WH3,738,113,382,1/7/2026,13,55508
SKU0141,WH1,1449,126,357,6/26/2025,13,201061
SKU0099,WH3,557,155,403,5/22/2025,24,203525
SKU0275,WH4,473,68,124,12/17/2025,13,97835
SKU0004,WH7,93,240,310,11/13/2024,24,275452
SKU0238,WH2,1261,67,333,1/10/2025,19,262968
SKU0149,WH3,420,210,188,11/30/2024,25,282480
SKU0152,WH4,313,51,202,3/23/2025,16,263056
SKU0106,WH7,967,112,184,12/11/2025,28,60201
SKU0045,WH7,430,157,393,12/17/2024,7,233427
SKU0269,WH6,870,138,267,11/10/2025,9,99641
SKU0406,WH1,1397,72,111,8/9/2024,14,146656
SKU0471,WH6,356,252,256,12/24/2024,4,179129
SKU0049,WH1,1054,182,426,2/7/2024,20,221597
SKU0048,WH7,409,282,220,2/8/2024,27,239756
SKU0273,WH6,1401,193,256,5/18/2026,20,163222
SKU0404,WH4,1401,60,195,5/8/2025,15,115574
SKU0160,WH1,1082,245,174,1/28/2026,26,274537
SKU0232,WH4,509,206,392,8/11/2025,29,277726
SKU0178,WH6,1237,186,338,8/28/2025,23,294488
SKU0105,WH1,223,175,434,4/7/2024,10,275127
SKU0126,WH5,255,195,317,7/14/2023,3,272648
SKU0190,WH5,365,67,165,10/28/2023,29,201898
SKU0399,WH3,106,106,289,1/1/2025,28,284572
SKU0426,WH6,780,215,384,5/1/2024,28,106636
SKU0011,WH6,408,76,295,11/19/2025,29,128578
SKU0037,WH6,55,247,197,1/5/2024,27,148947
SKU0488,WH1,1461,149,472,2/19/2026,26,162229
SKU0196,WH5,1485,268,454,1/30/2024,11,289048
SKU0378,WH6,192,252,354,10/23/2024,20,182591
SKU0294,WH8,935,107,173,4/10/2025,27,299762
SKU0081,WH6,591,87,453,9/23/2023,15,84506
SKU0445,WH4,1044,58,315,4/7/2025,27,24601
SKU0445,WH1,358,126,488,12/10/2024,9,227239
SKU0349,WH6,538,67,109,10/27/2025,20,136318
SKU0230,WH2,454,288,390,5/4/2024,13,102299
SKU0271,WH4,62,259,339,12/11/2025,5,115381
SKU0156,WH5,478,114,162,10/10/2025,26,5057
SKU0087,WH5,233,270,174,9/4/2024,27,172839
SKU0067,WH5,1250,297,244,12/26/2025,21,84629
SKU0021,WH3,220,136,400,2/12/2026,7,269845
SKU0285,WH8,427,86,164,7/28/2024,15,81882
SKU0189,WH7,632,81,411,9/4/2023,8,19272
SKU0272,WH3,169,103,297,1/22/2025,27,221344
SKU0299,WH2,313,204,151,10/22/2023,3,162225
SKU0152,WH2,489,195,160,10/14/2024,8,182008
SKU0249,WH7,931,97,216,3/17/2024,5,234612
SKU0246,WH4,464,233,288,11/5/2023,24,227220
SKU0480,WH2,325,160,390,9/28/2023,20,278595
SKU0031,WH4,635,257,112,4/3/2026,12,170443
SKU0226,WH6,884,172,278,5/31/2025,13,55949
SKU0341,WH1,175,87,484,2/14/2026,18,281847
SKU0013,WH3,171,102,122,4/20/2025,12,199329
SKU0281,WH6,1497,266,176,8/15/2025,10,254321
SKU0115,WH5,1414,236,133,10/10/2023,24,80994
SKU0262,WH4,755,112,206,1/10/2025,19,270749
SKU0214,WH2,1359,225,435,3/12/2026,22,22217
SKU0079,WH1,1217,50,344,4/10/2024,21,150524
SKU0043,WH2,86,220,110,11/11/2024,27,117854
SKU0082,WH5,680,50,446,9/29/2025,24,220826
SKU0479,WH1,1446,146,448,3/21/2024,19,275735
SKU0435,WH2,476,187,164,8/28/2025,9,156127
SKU0075,WH4,775,55,249,10/1/2024,24,266921
SKU0345,WH6,618,282,140,1/8/2024,12,80454
SKU0425,WH2,554,158,252,8/3/2024,20,262816
SKU0089,WH3,270,201,362,4/9/2025,23,257996
SKU0210,WH7,973,247,440,8/1/2024,10,34691
SKU0163,WH7,53,58,483,4/17/2026,18,242709
