Order_ID,SKU_ID,Warehouse_ID,Customer_Region,Demand_Qty,Delivered_Qty,Order_Date,Order_Status
O003302,SKU0287,WH6,West,63,63,11/28/2023 16:00,DELIVERED
O003303,SKU0208,WH6,West,77,61,11/28/2023 17:00,PARTIAL
O003304,SKU0114,WH6,North,15,15,11/28/2023 18:00,DELIVERED
O003305,SKU0480,WH3,North,59,59,11/28/2023 19:00,DELAYED
O003306,SKU0022,WH4,East,151,151,11/28/2023 20:00,DELAYED
O003307,SKU0349,WH6,North,108,45,11/28/2023 21:00,PARTIAL
O003308,SKU0214,WH3,North,107,107,11/28/2023 22:00,DELIVERED
O003309,SKU0171,WH6,West,139,72,11/28/2023 23:00,PARTIAL
O003310,SKU0323,WH2,South,280,52,11/29/2023 0:00,PARTIAL
O003311,SKU0054,WH4,North,72,72,11/29/2023 1:00,DELAYED
O003312,SKU0394,WH3,East,111,111,11/29/2023 2:00,DELIVERED
O003313,SKU0298,WH6,South,226,48,11/29/2023 3:00,DELIVERED
O003314,SKU0320,WH7,North,106,106,11/29/2023 4:00,DELIVERED
O003315,SKU0126,WH3,South,159,80,11/29/2023 5:00,PARTIAL
O003316,SKU0277,WH6,South,150,137,11/29/2023 6:00,DELIVERED
O003317,SKU0464,WH2,South,14,14,11/29/2023 7:00,PARTIAL
O003318,SKU0204,WH1,South,5,2,11/29/2023 8:00,PARTIAL
O003319,SKU0194,WH8,South,127,75,11/29/2023 9:00,DELAYED
O003320,SKU0169,WH6,North,273,221,11/29/2023 10:00,DELIVERED
O003321,SKU0152,WH1,South,211,211,11/29/2023 11:00,PARTIAL
O003322,SKU0035,WH4,South,217,217,11/29/2023 12:00,DELAYED
O003323,SKU0184,WH2,East,79,79,11/29/2023 13:00,DELAYED
O003324,SKU0286,WH7,East,93,33,11/29/2023 14:00,DELIVERED
O003325,SKU0057,WH4,South,238,191,11/29/2023 15:00,DELAYED
O003326,SKU0222,WH7,North,234,234,11/29/2023 16:00,DELAYED
O003327,SKU0303,WH1,East,177,18,11/29/2023 17:00,PARTIAL
O003328,SKU0163,WH2,East,255,217,11/29/2023 18:00,DELAYED
O003329,SKU0019,WH5,South,132,5,11/29/2023 19:00,PARTIAL
O003330,SKU0370,WH2,North,265,265,11/29/2023 20:00,DELIVERED
O003331,SKU0264,WH2,West,292,177,11/29/2023 21:00,PARTIAL
O003332,SKU0282,WH7,North,179,73,11/29/2023 22:00,PARTIAL
O003333,SKU0113,WH5,East,146,146,11/29/2023 23:00,DELAYED
O003334,SKU0488,WH3,East,143,32,11/30/2023 0:00,DELIVERED
O003335,SKU0327,WH3,East,20,20,11/30/2023 1:00,DELAYED
O003336,SKU0030,WH3,East,58,58,11/30/2023 2:00,PARTIAL
O003337,SKU0135,WH1,East,296,109,11/30/2023 3:00,PARTIAL
O003338,SKU0067,WH2,South,66,66,11/30/2023 4:00,PARTIAL
O003339,SKU0065,WH6,South,13,13,11/30/2023 5:00,DELIVERED
O003340,SKU0292,WH5,South,62,32,11/30/2023 6:00,DELIVERED
O003341,SKU0025,WH6,East,46,46,11/30/2023 7:00,DELIVERED
O003342,SKU0037,WH1,South,93,93,11/30/2023 8:00,DELAYED
O003343,SKU0001,WH5,East,223,214,11/30/2023 9:00,DELAYED
O003344,SKU0399,WH6,North,23,23,11/30/2023 10:00,DELAYED
O003345,SKU0037,WH8,West,67,67,11/30/2023 11:00,DELAYED
O003346,SKU0141,WH7,North,114,114,11/30/2023 12:00,DELIVERED
O003347,SKU0232,WH1,West,206,206,11/30/2023 13:00,DELIVERED
O003348,SKU0136,WH1,South,66,66,11/30/2023 14:00,PARTIAL
O003349,SKU0389,WH8,West,50,50,11/30/2023 15:00,DELIVERED
O003350,SKU0188,WH1,North,141,141,11/30/2023 16:00,DELAYED
O003351,SKU0128,WH5,North,258,192,11/30/2023 17:00,DELAYED
O003352,SKU0201,WH6,West,34,34,11/30/2023 18:00,DELAYED
O003353,SKU0127,WH6,North,296,282,11/30/2023 19:00,DELIVERED
O003354,SKU0257,WH4,South,253,43,11/30/2023 20:00,DELIVERED
O003355,SKU0164,WH1,North,69,69,11/30/2023 21:00,DELIVERED
O003356,SKU0035,WH3,West,189,112,11/30/2023 22:00,DELIVERED
O003357,SKU0194,WH2,South,153,62,11/30/2023 23:00,DELAYED
O003358,SKU0191,WH7,West,203,203,12/1/2023 0:00,DELIVERED
O003359,SKU0104,WH7,East,77,77,12/1/2023 1:00,PARTIAL
O003360,SKU0023,WH4,East,191,189,12/1/2023 2:00,PARTIAL
O003361,SKU0265,WH4,South,28,28,12/1/2023 3:00,DELIVERED
O003362,SKU0290,WH5,South,213,199,12/1/2023 4:00,PARTIAL
O003363,SKU0430,WH4,North,56,56,12/1/2023 5:00,DELIVERED
O003364,SKU0462,WH6,West,112,47,12/1/2023 6:00,PARTIAL
O003365,SKU0384,WH5,East,243,243,12/1/2023 7:00,DELIVERED
O003366,SKU0260,WH5,North,154,154,12/1/2023 8:00,DELIVERED
O003367,SKU0414,WH7,East,155,155,12/1/2023 9:00,DELIVERED
O003368,SKU0479,WH7,North,282,191,12/1/2023 10:00,DELAYED
O003369,SKU0358,WH3,North,271,25,12/1/2023 11:00,PARTIAL
O003370,SKU0075,WH1,East,50,50,12/1/2023 12:00,PARTIAL
O003371,SKU0355,WH8,North,68,68,12/1/2023 13:00,DELIVERED
O003372,SKU0072,WH8,East,132,69,12/1/2023 14:00,DELAYED
O003373,SKU0259,WH4,South,158,63,12/1/2023 15:00,DELAYED
O003374,SKU0398,WH1,West,265,262,12/1/2023 16:00,DELAYED
O003375,SKU0188,WH1,North,170,18,12/1/2023 17:00,DELAYED
O003376,SKU0461,WH1,East,270,36,12/1/2023 18:00,PARTIAL
O003377,SKU0173,WH5,East,220,88,12/1/2023 19:00,DELAYED
O003378,SKU0480,WH1,West,40,40,12/1/2023 20:00,PARTIAL
O003379,SKU0290,WH4,West,289,158,12/1/2023 21:00,DELIVERED
O003380,SKU0045,WH5,West,79,79,12/1/2023 22:00,DELIVERED
O003381,SKU0061,WH4,North,239,239,12/1/2023 23:00,DELIVERED
O003382,SKU0083,WH5,East,60,60,12/2/2023 0:00,DELAYED
O003383,SKU0123,WH8,North,237,58,12/2/2023 1:00,PARTIAL
O003384,SKU0358,WH2,North,76,76,12/2/2023 2:00,PARTIAL
O003385,SKU0016,WH2,South,39,39,12/2/2023 3:00,DELAYED
O003386,SKU0066,WH8,West,199,199,12/2/2023 4:00,PARTIAL
O003387,SKU0424,WH2,South,105,105,12/2/2023 5:00,DELAYED
O003388,SKU0145,WH2,South,70,70,12/2/2023 6:00,DELAYED
O003389,SKU0375,WH8,North,282,255,12/2/2023 7:00,DELAYED
O003390,SKU0162,WH5,North,58,58,12/2/2023 8:00,PARTIAL
O003391,SKU0234,WH1,East,179,111,12/2/2023 9:00,DELAYED
O003392,SKU0380,WH8,South,222,222,12/2/2023 10:00,DELAYED
O003393,SKU0144,WH3,West,144,144,12/2/2023 11:00,DELIVERED
O003394,SKU0358,WH7,South,27,27,12/2/2023 12:00,DELIVERED
O003395,SKU0188,WH6,East,161,84,12/2/2023 13:00,DELAYED
O003396,SKU0322,WH3,South,151,62,12/2/2023 14:00,DELAYED
O003397,SKU0450,WH2,South,173,138,12/2/2023 15:00,DELIVERED
O003398,SKU0474,WH1,South,211,133,12/2/2023 16:00,DELIVERED
O003399,SKU0013,WH4,East,22,22,12/2/2023 17:00,PARTIAL
O003400,SKU0184,WH1,South,298,89,12/2/2023 18:00,PARTIAL
O003401,SKU0111,WH4,North,33,33,12/2/2023 19:00,DELIVERED
O003402,SKU0415,WH3,South,109,109,12/2/2023 20:00,PARTIAL
O003403,SKU0290,WH1,North,47,47,12/2/2023 21:00,PARTIAL
O003404,SKU0295,WH1,South,96,96,12/2/2023 22:00,PARTIAL
O003405,SKU0451,WH6,North,125,21,12/2/2023 23:00,DELAYED
O003406,SKU0392,WH8,South,295,100,12/3/2023 0:00,DELIVERED
O003407,SKU0215,WH3,West,25,25,12/3/2023 1:00,PARTIAL
O003408,SKU0462,WH1,North,82,82,12/3/2023 2:00,DELIVERED
O003409,SKU0120,WH4,West,58,58,12/3/2023 3:00,DELAYED
O003410,SKU0382,WH7,North,26,26,12/3/2023 4:00,PARTIAL
O003411,SKU0055,WH1,South,297,35,12/3/2023 5:00,DELAYED
O003412,SKU0027,WH4,East,44,42,12/3/2023 6:00,DELAYED
O003413,SKU0118,WH2,South,85,85,12/3/2023 7:00,PARTIAL
O003414,SKU0221,WH1,East,22,22,12/3/2023 8:00,DELAYED
O003415,SKU0231,WH4,West,226,86,12/3/2023 9:00,DELIVERED
O003416,SKU0053,WH7,East,37,37,12/3/2023 10:00,DELAYED
O003417,SKU0295,WH3,East,101,49,12/3/2023 11:00,DELAYED
O003418,SKU0321,WH2,East,142,142,12/3/2023 12:00,PARTIAL
O003419,SKU0401,WH1,East,4,4,12/3/2023 13:00,DELIVERED
O003420,SKU0233,WH6,West,24,24,12/3/2023 14:00,DELIVERED
O003421,SKU0158,WH4,East,191,49,12/3/2023 15:00,PARTIAL
O003422,SKU0437,WH7,South,269,71,12/3/2023 16:00,PARTIAL
O003423,SKU0269,WH6,North,27,27,12/3/2023 17:00,PARTIAL
O003424,SKU0021,WH1,North,81,81,12/3/2023 18:00,DELIVERED
O003425,SKU0403,WH4,South,121,121,12/3/2023 19:00,PARTIAL
O003426,SKU0053,WH1,West,69,69,12/3/2023 20:00,PARTIAL
O003427,SKU0275,WH2,South,72,72,12/3/2023 21:00,DELIVERED
O003428,SKU0313,WH7,South,246,214,12/3/2023 22:00,PARTIAL
O003429,SKU0281,WH7,East,246,191,12/3/2023 23:00,PARTIAL
O003430,SKU0214,WH2,East,253,101,12/4/2023 0:00,DELAYED
O003431,SKU0031,WH1,West,73,73,12/4/2023 1:00,DELAYED
O003432,SKU0337,WH1,West,274,155,12/4/2023 2:00,DELIVERED
O003433,SKU0183,WH5,North,16,7,12/4/2023 3:00,DELAYED
O003434,SKU0023,WH1,West,179,123,12/4/2023 4:00,PARTIAL
O003435,SKU0032,WH7,South,40,40,12/4/2023 5:00,DELIVERED
O003436,SKU0446,WH1,North,39,39,12/4/2023 6:00,PARTIAL
O003437,SKU0074,WH6,North,56,56,12/4/2023 7:00,DELAYED
O003438,SKU0010,WH6,East,233,233,12/4/2023 8:00,DELAYED
O003439,SKU0484,WH2,East,54,54,12/4/2023 9:00,DELAYED
O003440,SKU0456,WH6,North,172,11,12/4/2023 10:00,PARTIAL
O003441,SKU0054,WH1,East,189,189,12/4/2023 11:00,DELIVERED
O003442,SKU0052,WH3,East,43,43,12/4/2023 12:00,PARTIAL
O003443,SKU0148,WH8,East,4,4,12/4/2023 13:00,DELAYED
O003444,SKU0160,WH1,North,261,254,12/4/2023 14:00,DELIVERED
O003445,SKU0370,WH8,North,58,58,12/4/2023 15:00,PARTIAL
O003446,SKU0014,WH7,North,37,37,12/4/2023 16:00,DELIVERED
O003447,SKU0178,WH5,South,235,46,12/4/2023 17:00,PARTIAL
O003448,SKU0412,WH4,North,265,265,12/4/2023 18:00,DELAYED
O003449,SKU0366,WH7,East,15,15,12/4/2023 19:00,DELIVERED
O003450,SKU0500,WH8,North,88,88,12/4/2023 20:00,PARTIAL
O003451,SKU0053,WH2,South,99,12,12/4/2023 21:00,DELIVERED
O003452,SKU0408,WH6,East,105,105,12/4/2023 22:00,PARTIAL
O003453,SKU0335,WH3,West,217,17,12/4/2023 23:00,PARTIAL
O003454,SKU0022,WH7,North,191,128,12/5/2023 0:00,DELIVERED
O003455,SKU0030,WH4,North,215,119,12/5/2023 1:00,PARTIAL
O003456,SKU0191,WH3,West,198,9,12/5/2023 2:00,DELIVERED
O003457,SKU0260,WH2,East,105,105,12/5/2023 3:00,DELAYED
O003458,SKU0205,WH6,North,27,27,12/5/2023 4:00,PARTIAL
O003459,SKU0059,WH5,South,182,29,12/5/2023 5:00,PARTIAL
O003460,SKU0471,WH8,East,83,83,12/5/2023 6:00,DELAYED
O003461,SKU0264,WH7,North,159,141,12/5/2023 7:00,DELIVERED
O003462,SKU0466,WH7,East,230,230,12/5/2023 8:00,PARTIAL
O003463,SKU0012,WH7,North,235,131,12/5/2023 9:00,DELIVERED
O003464,SKU0119,WH8,West,288,164,12/5/2023 10:00,DELIVERED
O003465,SKU0415,WH2,North,18,18,12/5/2023 11:00,PARTIAL
O003466,SKU0462,WH3,East,284,259,12/5/2023 12:00,PARTIAL
O003467,SKU0290,WH3,North,71,71,12/5/2023 13:00,DELAYED
O003468,SKU0338,WH2,North,215,20,12/5/2023 14:00,DELIVERED
O003469,SKU0248,WH7,East,117,117,12/5/2023 15:00,DELAYED
O003470,SKU0354,WH1,North,100,100,12/5/2023 16:00,DELAYED
O003471,SKU0127,WH2,North,88,88,12/5/2023 17:00,DELAYED
O003472,SKU0075,WH6,East,153,100,12/5/2023 18:00,DELIVERED
O003473,SKU0361,WH6,West,295,13,12/5/2023 19:00,DELIVERED
O003474,SKU0204,WH5,South,177,177,12/5/2023 20:00,DELAYED
O003475,SKU0049,WH2,South,132,8,12/5/2023 21:00,DELAYED
O003476,SKU0079,WH4,South,122,122,12/5/2023 22:00,DELAYED
O003477,SKU0441,WH8,South,211,211,12/5/2023 23:00,DELIVERED
O003478,SKU0479,WH8,South,68,68,12/6/2023 0:00,DELAYED
O003479,SKU0241,WH6,South,57,57,12/6/2023 1:00,PARTIAL
O003480,SKU0349,WH6,East,13,13,12/6/2023 2:00,PARTIAL
O003481,SKU0154,WH6,East,193,13,12/6/2023 3:00,DELAYED
O003482,SKU0274,WH1,East,63,32,12/6/2023 4:00,DELIVERED
O003483,SKU0096,WH4,North,153,134,12/6/2023 5:00,DELAYED
O003484,SKU0214,WH7,West,23,23,12/6/2023 6:00,PARTIAL
O003485,SKU0294,WH7,West,30,30,12/6/2023 7:00,DELAYED
O003486,SKU0209,WH2,South,189,71,12/6/2023 8:00,DELAYED
O003487,SKU0343,WH1,South,109,109,12/6/2023 9:00,PARTIAL
O003488,SKU0088,WH6,East,60,60,12/6/2023 10:00,DELIVERED
O003489,SKU0306,WH7,West,66,66,12/6/2023 11:00,PARTIAL
O003490,SKU0264,WH4,North,166,166,12/6/2023 12:00,DELAYED
O003491,SKU0425,WH7,North,141,104,12/6/2023 13:00,DELIVERED
O003492,SKU0390,WH8,East,52,52,12/6/2023 14:00,DELIVERED
O003493,SKU0325,WH4,South,180,158,12/6/2023 15:00,DELIVERED
O003494,SKU0428,WH1,West,32,32,12/6/2023 16:00,PARTIAL
O003495,SKU0377,WH7,North,214,101,12/6/2023 17:00,DELIVERED
O003496,SKU0320,WH6,South,265,114,12/6/2023 18:00,DELIVERED
O003497,SKU0157,WH1,West,17,17,12/6/2023 19:00,PARTIAL
O003498,SKU0156,WH8,North,126,30,12/6/2023 20:00,DELIVERED
O003499,SKU0139,WH3,South,82,32,12/6/2023 21:00,PARTIAL
O003500,SKU0121,WH6,North,40,40,12/6/2023 22:00,PARTIAL
O003501,SKU0065,WH1,South,104,101,12/6/2023 23:00,PARTIAL
O003502,SKU0107,WH2,South,219,87,12/7/2023 0:00,DELAYED
O003503,SKU0147,WH7,South,182,12,12/7/2023 1:00,DELAYED
O003504,SKU0137,WH6,West,156,156,12/7/2023 2:00,DELIVERED
O003505,SKU0411,WH5,East,178,178,12/7/2023 3:00,DELIVERED
O003506,SKU0162,WH6,South,18,18,12/7/2023 4:00,PARTIAL
O003507,SKU0428,WH3,South,141,141,12/7/2023 5:00,DELIVERED
O003508,SKU0452,WH1,North,161,137,12/7/2023 6:00,DELIVERED
O003509,SKU0100,WH8,North,214,214,12/7/2023 7:00,DELIVERED
O003510,SKU0338,WH5,West,222,222,12/7/2023 8:00,DELIVERED
O003511,SKU0399,WH3,East,262,255,12/7/2023 9:00,DELAYED
O003512,SKU0307,WH2,North,45,45,12/7/2023 10:00,DELAYED
O003513,SKU0141,WH8,West,187,98,12/7/2023 11:00,DELIVERED
O003514,SKU0083,WH8,West,241,241,12/7/2023 12:00,DELIVERED
O003515,SKU0177,WH6,West,225,25,12/7/2023 13:00,DELIVERED
O003516,SKU0198,WH7,South,48,48,12/7/2023 14:00,PARTIAL
O003517,SKU0112,WH5,East,111,84,12/7/2023 15:00,DELAYED
O003518,SKU0056,WH7,East,83,24,12/7/2023 16:00,DELIVERED
O003519,SKU0460,WH8,East,104,104,12/7/2023 17:00,PARTIAL
O003520,SKU0179,WH1,South,74,66,12/7/2023 18:00,DELAYED
O003521,SKU0421,WH1,South,55,55,12/7/2023 19:00,DELAYED
O003522,SKU0401,WH2,North,2,2,12/7/2023 20:00,DELAYED
O003523,SKU0186,WH3,North,242,235,12/7/2023 21:00,DELIVERED
O003524,SKU0471,WH5,North,258,136,12/7/2023 22:00,DELAYED
O003525,SKU0218,WH2,West,10,10,12/7/2023 23:00,DELIVERED
O003526,SKU0413,WH3,East,76,76,12/8/2023 0:00,DELIVERED
O003527,SKU0417,WH4,South,258,38,12/8/2023 1:00,DELAYED
O003528,SKU0316,WH4,North,121,121,12/8/2023 2:00,DELIVERED
O003529,SKU0475,WH3,West,215,47,12/8/2023 3:00,PARTIAL
O003530,SKU0217,WH1,South,245,79,12/8/2023 4:00,PARTIAL
O003531,SKU0120,WH1,West,180,28,12/8/2023 5:00,PARTIAL
O003532,SKU0439,WH4,West,290,278,12/8/2023 6:00,DELAYED
O003533,SKU0394,WH8,West,73,73,12/8/2023 7:00,PARTIAL
O003534,SKU0175,WH1,East,209,113,12/8/2023 8:00,DELAYED
O003535,SKU0023,WH7,South,241,179,12/8/2023 9:00,DELIVERED
O003536,SKU0213,WH8,South,173,173,12/8/2023 10:00,DELIVERED
O003537,SKU0405,WH1,West,5,5,12/8/2023 11:00,DELAYED
O003538,SKU0235,WH3,East,217,73,12/8/2023 12:00,DELAYED
O003539,SKU0013,WH6,West,214,61,12/8/2023 13:00,DELIVERED
O003540,SKU0101,WH3,North,38,2,12/8/2023 14:00,DELAYED
O003541,SKU0417,WH1,South,61,61,12/8/2023 15:00,DELAYED
O003542,SKU0024,WH3,South,95,4,12/8/2023 16:00,DELIVERED
O003543,SKU0364,WH5,East,233,232,12/8/2023 17:00,PARTIAL
O003544,SKU0011,WH4,South,277,58,12/8/2023 18:00,DELIVERED
O003545,SKU0273,WH6,South,36,36,12/8/2023 19:00,DELIVERED
O003546,SKU0452,WH8,South,1,1,12/8/2023 20:00,DELAYED
O003547,SKU0431,WH8,East,150,150,12/8/2023 21:00,DELAYED
O003548,SKU0281,WH5,West,215,215,12/8/2023 22:00,DELIVERED
O003549,SKU0094,WH5,South,46,46,12/8/2023 23:00,DELIVERED
O003550,SKU0201,WH1,West,65,30,12/9/2023 0:00,PARTIAL
O003551,SKU0021,WH1,East,6,6,12/9/2023 1:00,DELIVERED
O003552,SKU0340,WH8,West,81,81,12/9/2023 2:00,DELIVERED
O003553,SKU0467,WH5,North,189,189,12/9/2023 3:00,DELIVERED
O003554,SKU0211,WH5,South,151,11,12/9/2023 4:00,PARTIAL
O003555,SKU0140,WH8,East,148,17,12/9/2023 5:00,DELIVERED
O003556,SKU0293,WH2,East,28,28,12/9/2023 6:00,PARTIAL
O003557,SKU0298,WH2,West,165,117,12/9/2023 7:00,PARTIAL
O003558,SKU0401,WH7,South,135,135,12/9/2023 8:00,DELIVERED
O003559,SKU0101,WH4,East,254,254,12/9/2023 9:00,PARTIAL
O003560,SKU0304,WH5,North,212,187,12/9/2023 10:00,DELAYED
O003561,SKU0359,WH3,West,280,161,12/9/2023 11:00,PARTIAL
O003562,SKU0028,WH6,North,80,55,12/9/2023 12:00,DELAYED
O003563,SKU0041,WH2,North,269,208,12/9/2023 13:00,DELAYED
O003564,SKU0355,WH8,West,15,15,12/9/2023 14:00,DELAYED
O003565,SKU0303,WH1,North,87,19,12/9/2023 15:00,DELIVERED
O003566,SKU0496,WH5,West,223,223,12/9/2023 16:00,DELIVERED
O003567,SKU0146,WH3,West,91,91,12/9/2023 17:00,PARTIAL
O003568,SKU0256,WH6,East,266,10,12/9/2023 18:00,DELIVERED
O003569,SKU0462,WH3,East,106,7,12/9/2023 19:00,PARTIAL
O003570,SKU0227,WH7,North,253,90,12/9/2023 20:00,DELIVERED
O003571,SKU0236,WH3,North,199,168,12/9/2023 21:00,PARTIAL
O003572,SKU0361,WH1,North,56,56,12/9/2023 22:00,DELIVERED
O003573,SKU0380,WH2,North,239,11,12/9/2023 23:00,PARTIAL
O003574,SKU0455,WH3,North,218,52,12/10/2023 0:00,DELAYED
O003575,SKU0489,WH6,East,212,140,12/10/2023 1:00,PARTIAL
O003576,SKU0013,WH2,North,189,189,12/10/2023 2:00,DELAYED
O003577,SKU0210,WH7,North,102,102,12/10/2023 3:00,DELAYED
O003578,SKU0229,WH7,South,143,143,12/10/2023 4:00,PARTIAL
O003579,SKU0397,WH4,West,285,285,12/10/2023 5:00,DELAYED
O003580,SKU0100,WH1,West,70,70,12/10/2023 6:00,DELIVERED
O003581,SKU0031,WH2,East,65,64,12/10/2023 7:00,PARTIAL
O003582,SKU0386,WH7,West,198,147,12/10/2023 8:00,DELIVERED
O003583,SKU0016,WH7,North,16,16,12/10/2023 9:00,DELIVERED
O003584,SKU0137,WH2,West,263,263,12/10/2023 10:00,PARTIAL
O003585,SKU0329,WH3,East,60,60,12/10/2023 11:00,DELIVERED
O003586,SKU0166,WH8,West,10,10,12/10/2023 12:00,PARTIAL
O003587,SKU0459,WH6,West,8,8,12/10/2023 13:00,PARTIAL
O003588,SKU0310,WH3,South,90,90,12/10/2023 14:00,DELIVERED
O003589,SKU0440,WH6,South,37,37,12/10/2023 15:00,PARTIAL
O003590,SKU0470,WH7,North,84,54,12/10/2023 16:00,PARTIAL
O003591,SKU0481,WH7,West,234,234,12/10/2023 17:00,PARTIAL
O003592,SKU0100,WH1,North,250,187,12/10/2023 18:00,DELIVERED
O003593,SKU0109,WH2,West,240,240,12/10/2023 19:00,PARTIAL
O003594,SKU0343,WH5,North,104,104,12/10/2023 20:00,DELAYED
O003595,SKU0173,WH7,North,211,211,12/10/2023 21:00,DELAYED
O003596,SKU0237,WH6,West,225,199,12/10/2023 22:00,DELAYED
O003597,SKU0162,WH6,South,279,279,12/10/2023 23:00,DELIVERED
O003598,SKU0393,WH8,East,166,166,12/11/2023 0:00,DELIVERED
O003599,SKU0216,WH8,North,46,46,12/11/2023 1:00,DELIVERED
O003600,SKU0264,WH3,East,2,2,12/11/2023 2:00,PARTIAL
O003601,SKU0263,WH3,West,176,176,12/11/2023 3:00,PARTIAL
O003602,SKU0292,WH7,North,273,94,12/11/2023 4:00,DELIVERED
O003603,SKU0274,WH7,West,118,118,12/11/2023 5:00,DELIVERED
O003604,SKU0003,WH4,North,272,19,12/11/2023 6:00,DELAYED
O003605,SKU0028,WH6,South,173,173,12/11/2023 7:00,DELAYED
O003606,SKU0326,WH1,North,152,65,12/11/2023 8:00,DELAYED
O003607,SKU0492,WH2,North,193,193,12/11/2023 9:00,DELAYED
O003608,SKU0428,WH2,North,92,92,12/11/2023 10:00,DELIVERED
O003609,SKU0149,WH8,West,161,76,12/11/2023 11:00,DELIVERED
O003610,SKU0028,WH2,South,106,106,12/11/2023 12:00,DELAYED
O003611,SKU0488,WH6,West,229,229,12/11/2023 13:00,DELAYED
O003612,SKU0310,WH3,East,103,103,12/11/2023 14:00,DELAYED
O003613,SKU0438,WH1,South,132,30,12/11/2023 15:00,DELIVERED
O003614,SKU0065,WH2,North,257,247,12/11/2023 16:00,DELIVERED
O003615,SKU0356,WH6,North,289,236,12/11/2023 17:00,DELIVERED
O003616,SKU0021,WH5,North,101,101,12/11/2023 18:00,PARTIAL
O003617,SKU0252,WH7,East,21,21,12/11/2023 19:00,DELIVERED
O003618,SKU0235,WH4,East,249,169,12/11/2023 20:00,PARTIAL
O003619,SKU0227,WH4,North,192,86,12/11/2023 21:00,DELIVERED
O003620,SKU0013,WH2,North,73,73,12/11/2023 22:00,DELIVERED
O003621,SKU0313,WH3,East,168,157,12/11/2023 23:00,PARTIAL
O003622,SKU0049,WH4,West,62,62,12/12/2023 0:00,DELAYED
O003623,SKU0118,WH4,South,171,171,12/12/2023 1:00,DELAYED
O003624,SKU0054,WH8,South,121,121,12/12/2023 2:00,PARTIAL
O003625,SKU0138,WH4,East,216,216,12/12/2023 3:00,PARTIAL
O003626,SKU0053,WH4,East,174,8,12/12/2023 4:00,PARTIAL
O003627,SKU0044,WH2,West,24,24,12/12/2023 5:00,DELIVERED
O003628,SKU0303,WH8,North,138,138,12/12/2023 6:00,PARTIAL
O003629,SKU0053,WH6,East,99,99,12/12/2023 7:00,DELIVERED
O003630,SKU0074,WH1,West,57,57,12/12/2023 8:00,PARTIAL
O003631,SKU0046,WH1,East,247,247,12/12/2023 9:00,PARTIAL
O003632,SKU0013,WH3,North,172,172,12/12/2023 10:00,PARTIAL
O003633,SKU0165,WH6,East,201,201,12/12/2023 11:00,DELAYED
O003634,SKU0102,WH7,North,107,91,12/12/2023 12:00,PARTIAL
O003635,SKU0280,WH5,West,48,48,12/12/2023 13:00,DELIVERED
O003636,SKU0258,WH1,South,286,87,12/12/2023 14:00,DELAYED
O003637,SKU0470,WH5,West,46,46,12/12/2023 15:00,DELAYED
O003638,SKU0337,WH1,South,120,92,12/12/2023 16:00,DELAYED
O003639,SKU0356,WH8,West,60,60,12/12/2023 17:00,DELAYED
O003640,SKU0398,WH1,South,147,34,12/12/2023 18:00,DELAYED
O003641,SKU0138,WH8,West,104,58,12/12/2023 19:00,DELAYED
O003642,SKU0163,WH8,North,68,68,12/12/2023 20:00,PARTIAL
O003643,SKU0409,WH3,South,162,162,12/12/2023 21:00,PARTIAL
O003644,SKU0387,WH4,South,215,215,12/12/2023 22:00,DELAYED
O003645,SKU0111,WH3,North,118,118,12/12/2023 23:00,DELAYED
O003646,SKU0102,WH8,North,237,21,12/13/2023 0:00,DELIVERED
O003647,SKU0017,WH8,South,218,60,12/13/2023 1:00,DELIVERED
O003648,SKU0268,WH1,South,124,124,12/13/2023 2:00,DELAYED
O003649,SKU0182,WH6,South,117,45,12/13/2023 3:00,DELIVERED
O003650,SKU0372,WH4,East,263,42,12/13/2023 4:00,DELIVERED
O003651,SKU0024,WH6,West,170,170,12/13/2023 5:00,PARTIAL
O003652,SKU0029,WH6,North,196,196,12/13/2023 6:00,PARTIAL
O003653,SKU0171,WH6,North,150,3,12/13/2023 7:00,DELIVERED
O003654,SKU0409,WH4,West,246,246,12/13/2023 8:00,PARTIAL
O003655,SKU0228,WH6,North,282,48,12/13/2023 9:00,DELIVERED
O003656,SKU0378,WH4,North,191,149,12/13/2023 10:00,PARTIAL
O003657,SKU0188,WH5,South,174,174,12/13/2023 11:00,DELAYED
O003658,SKU0346,WH8,North,81,18,12/13/2023 12:00,DELAYED
O003659,SKU0230,WH7,East,172,172,12/13/2023 13:00,DELIVERED
O003660,SKU0321,WH1,East,164,106,12/13/2023 14:00,DELIVERED
O003661,SKU0340,WH2,South,297,163,12/13/2023 15:00,DELIVERED
O003662,SKU0119,WH6,South,111,32,12/13/2023 16:00,PARTIAL
O003663,SKU0156,WH3,North,207,122,12/13/2023 17:00,DELIVERED
O003664,SKU0272,WH5,South,70,70,12/13/2023 18:00,PARTIAL
O003665,SKU0175,WH3,South,98,98,12/13/2023 19:00,DELAYED
O003666,SKU0465,WH2,West,5,5,12/13/2023 20:00,DELAYED
O003667,SKU0104,WH4,South,185,46,12/13/2023 21:00,DELAYED
O003668,SKU0092,WH2,East,204,126,12/13/2023 22:00,PARTIAL
O003669,SKU0186,WH3,North,12,12,12/13/2023 23:00,PARTIAL
O003670,SKU0460,WH8,South,239,26,12/14/2023 0:00,DELAYED
O003671,SKU0283,WH8,West,280,139,12/14/2023 1:00,PARTIAL
