Shipment_ID,Warehouse_ID,Carrier,Origin,Destination,Freight_Cost,Delivery_Days,,,
SHP01291,WH6,DHL,Pune,Hyderabad,14288,6,,,
SHP01292,WH5,BlueDart,Chennai,Bangalore,13137,8,,,
SHP01293,WH1,UPS,Chennai,Bangalore,1544,6,,,
SHP01294,WH4,UPS,Chennai,Bangalore,11668,9,,,
SHP01295,WH6,FedEx,Mumbai,Delhi,4314,1,,,
SHP01296,WH8,DHL,Mumbai,Delhi,19822,5,,,
SHP01297,WH3,FedEx,Mumbai,Delhi,16161,9,,,
SHP01298,WH6,FedEx,Mumbai,Delhi,1003,5,,,
SHP01299,WH1,FedEx,Pune,Hyderabad,6816,7,,,
SHP01300,WH6,UPS,Pune,Hyderabad,12148,7,,,
SHP01301,WH8,DHL,Mumbai,Delhi,15132,4,,,
SHP01302,WH5,FedEx,Mumbai,Delhi,19196,3,,,
SHP01303,WH5,BlueDart,Pune,Hyderabad,2255,9,,,
SHP01304,WH5,DHL,Chennai,Bangalore,9757,5,,,
SHP01305,WH2,UPS,Chennai,Bangalore,7838,5,,,
SHP01306,WH1,FedEx,Chennai,Bangalore,12302,5,,,
SHP01307,WH4,DHL,Mumbai,Delhi,17664,1,,,
SHP01308,WH3,UPS,Mumbai,Delhi,11043,8,,,
SHP01309,WH2,UPS,Mumbai,Delhi,16021,7,,,
SHP01310,WH2,BlueDart,Chennai,Bangalore,16562,2,,,
SHP01311,WH4,DHL,Chennai,Bangalore,15486,5,,,
SHP01312,WH1,BlueDart,Mumbai,Delhi,6884,2,,,
SHP01313,WH2,DHL,Mumbai,Delhi,10112,3,,,
SHP01314,WH5,DHL,Pune,Hyderabad,14043,8,,,
SHP01315,WH8,DHL,Mumbai,Delhi,19031,6,,,
SHP01316,WH1,BlueDart,Pune,Hyderabad,16244,4,,,
SHP01317,WH2,DHL,Chennai,Bangalore,2989,6,,,
SHP01318,WH8,FedEx,Mumbai,Delhi,1902,4,,,
SHP01319,WH1,DHL,Chennai,Bangalore,18171,1,,,
SHP01320,WH6,DHL,Chennai,Bangalore,11117,2,,,
SHP01321,WH4,DHL,Mumbai,Delhi,1134,5,,,
SHP01322,WH3,BlueDart,Pune,Hyderabad,12360,3,,,
SHP01323,WH3,FedEx,Pune,Hyderabad,5710,4,,,
SHP01324,WH8,FedEx,Chennai,Bangalore,11428,9,,,
SHP01325,WH2,DHL,Chennai,Bangalore,17937,4,,,
SHP01326,WH7,FedEx,Chennai,Bangalore,5740,9,,,
SHP01327,WH8,FedEx,Mumbai,Delhi,17930,7,,,
SHP01328,WH6,DHL,Pune,Hyderabad,16160,1,,,
SHP01329,WH2,FedEx,Mumbai,Delhi,7395,7,,,
SHP01330,WH3,UPS,Pune,Hyderabad,2524,8,,,
SHP01331,WH8,BlueDart,Pune,Hyderabad,11232,6,,,
SHP01332,WH1,FedEx,Pune,Hyderabad,19873,7,,,
SHP01333,WH4,DHL,Chennai,Bangalore,13090,1,,,
SHP01334,WH4,DHL,Chennai,Bangalore,7343,7,,,
SHP01335,WH2,FedEx,Pune,Hyderabad,4120,6,,,
SHP01336,WH4,DHL,Chennai,Bangalore,11085,9,,,
SHP01337,WH4,BlueDart,Mumbai,Delhi,4092,8,,,
SHP01338,WH2,FedEx,Chennai,Bangalore,8075,1,,,
SHP01339,WH6,BlueDart,Mumbai,Delhi,2634,7,,,
SHP01340,WH4,UPS,Pune,Hyderabad,3220,8,,,
SHP01341,WH7,UPS,Mumbai,Delhi,7885,6,,,
SHP01342,WH7,FedEx,Mumbai,Delhi,4194,2,,,
SHP01343,WH7,FedEx,Chennai,Bangalore,16250,4,,,
SHP01344,WH1,DHL,Chennai,Bangalore,8545,6,,,
SHP01345,WH1,DHL,Mumbai,Delhi,12902,3,,,
SHP01346,WH5,DHL,Pune,Hyderabad,14677,8,,,
SHP01347,WH7,DHL,Pune,Hyderabad,15082,6,,,
SHP01348,WH1,FedEx,Chennai,Bangalore,12698,1,,,
SHP01349,WH3,BlueDart,Pune,Hyderabad,6813,2,,,
SHP01350,WH3,BlueDart,Chennai,Bangalore,2569,5,,,
SHP01351,WH5,BlueDart,Pune,Hyderabad,18081,9,,,
SHP01352,WH4,BlueDart,Pune,Hyderabad,5330,1,,,
SHP01353,WH6,DHL,Chennai,Bangalore,19004,3,,,
SHP01354,WH3,DHL,Mumbai,Delhi,7658,2,,,
SHP01355,WH2,DHL,Chennai,Bangalore,15500,8,,,
SHP01356,WH4,FedEx,Chennai,Bangalore,3064,3,,,
SHP01357,WH3,UPS,Pune,Hyderabad,8061,4,,,
SHP01358,WH8,FedEx,Mumbai,Delhi,5658,2,,,
SHP01359,WH8,BlueDart,Chennai,Bangalore,7791,6,,,
SHP01360,WH7,DHL,Pune,Hyderabad,1113,7,,,
SHP01361,WH4,BlueDart,Chennai,Bangalore,19123,9,,,
SHP01362,WH2,DHL,Mumbai,Delhi,3573,1,,,
SHP01363,WH6,DHL,Pune,Hyderabad,12000,2,,,
SHP01364,WH8,DHL,Pune,Hyderabad,3397,2,,,
SHP01365,WH3,DHL,Chennai,Bangalore,2195,5,,,
SHP01366,WH5,FedEx,Mumbai,Delhi,14580,3,,,
SHP01367,WH4,BlueDart,Chennai,Bangalore,7661,6,,,
SHP01368,WH1,FedEx,Chennai,Bangalore,8544,7,,,
SHP01369,WH5,DHL,Mumbai,Delhi,4788,4,,,
SHP01370,WH8,UPS,Chennai,Bangalore,18652,6,,,
SHP01371,WH4,FedEx,Pune,Hyderabad,9861,4,,,
SHP01372,WH5,DHL,Chennai,Bangalore,10445,9,,,
SHP01373,WH8,BlueDart,Mumbai,Delhi,8876,7,,,
SHP01374,WH3,DHL,Mumbai,Delhi,10071,7,,,
SHP01375,WH4,BlueDart,Pune,Hyderabad,1522,1,,,
SHP01376,WH6,BlueDart,Pune,Hyderabad,2789,4,,,
SHP01377,WH8,BlueDart,Chennai,Bangalore,7102,6,,,
SHP01378,WH6,UPS,Chennai,Bangalore,5368,8,,,
SHP01379,WH8,FedEx,Pune,Hyderabad,13136,9,,,
SHP01380,WH3,BlueDart,Pune,Hyderabad,4859,3,,,
SHP01381,WH1,BlueDart,Chennai,Bangalore,3508,4,,,
SHP01382,WH8,DHL,Chennai,Bangalore,13370,1,,,
SHP01383,WH7,FedEx,Chennai,Bangalore,16646,8,,,
SHP01384,WH7,FedEx,Pune,Hyderabad,14548,1,,,
SHP01385,WH7,DHL,Pune,Hyderabad,5167,5,,,
SHP01386,WH4,UPS,Chennai,Bangalore,2547,9,,,
SHP01387,WH2,FedEx,Chennai,Bangalore,4471,5,,,
SHP01388,WH8,UPS,Mumbai,Delhi,5088,7,,,
SHP01389,WH3,BlueDart,Chennai,Bangalore,1648,7,,,
SHP01390,WH3,DHL,Pune,Hyderabad,3993,5,,,
SHP01391,WH8,DHL,Pune,Hyderabad,18160,3,,,
SHP01392,WH2,DHL,Mumbai,Delhi,2868,9,,,
SHP01393,WH8,BlueDart,Chennai,Bangalore,13461,3,,,
SHP01394,WH8,DHL,Pune,Hyderabad,10536,7,,,
SHP01395,WH7,UPS,Chennai,Bangalore,18186,8,,,
SHP01396,WH1,BlueDart,Mumbai,Delhi,17932,6,,,
SHP01397,WH7,UPS,Chennai,Bangalore,1410,7,,,
SHP01398,WH4,BlueDart,Pune,Hyderabad,17703,9,,,
SHP01399,WH2,UPS,Pune,Hyderabad,18633,2,,,
SHP01400,WH5,DHL,Chennai,Bangalore,8700,7,,,
SHP01401,WH5,FedEx,Chennai,Bangalore,17400,3,,,
SHP01402,WH6,DHL,Chennai,Bangalore,11667,3,,,
SHP01403,WH5,UPS,Mumbai,Delhi,5107,1,,,
SHP01404,WH7,UPS,Mumbai,Delhi,4293,4,,,
SHP01405,WH7,UPS,Mumbai,Delhi,5062,5,,,
SHP01406,WH7,DHL,Pune,Hyderabad,14170,9,,,
SHP01407,WH1,FedEx,Chennai,Bangalore,14673,3,,,
SHP01408,WH5,FedEx,Mumbai,Delhi,7923,5,,,
SHP01409,WH1,BlueDart,Chennai,Bangalore,15357,7,,,
SHP01410,WH8,FedEx,Mumbai,Delhi,5304,6,,,
SHP01411,WH5,FedEx,Mumbai,Delhi,14763,1,,,
SHP01412,WH3,FedEx,Pune,Hyderabad,1600,1,,,
SHP01413,WH6,DHL,Mumbai,Delhi,9759,7,,,
SHP01414,WH7,BlueDart,Mumbai,Delhi,19830,5,,,
SHP01415,WH3,FedEx,Pune,Hyderabad,7504,1,,,
SHP01416,WH1,BlueDart,Pune,Hyderabad,2362,3,,,
SHP01417,WH6,BlueDart,Chennai,Bangalore,14135,4,,,
SHP01418,WH4,UPS,Pune,Hyderabad,11909,6,,,
SHP01419,WH6,UPS,Chennai,Bangalore,3376,6,,,
SHP01420,WH7,BlueDart,Pune,Hyderabad,17085,6,,,
SHP01421,WH6,DHL,Pune,Hyderabad,5512,8,,,
SHP01422,WH5,DHL,Chennai,Bangalore,1482,2,,,
SHP01423,WH4,BlueDart,Pune,Hyderabad,16270,4,,,
SHP01424,WH1,UPS,Mumbai,Delhi,5709,3,,,
SHP01425,WH6,DHL,Mumbai,Delhi,7568,1,,,
SHP01426,WH1,BlueDart,Pune,Hyderabad,14839,6,,,
SHP01427,WH5,FedEx,Pune,Hyderabad,4000,2,,,
SHP01428,WH4,FedEx,Pune,Hyderabad,15158,6,,,
SHP01429,WH4,FedEx,Chennai,Bangalore,9568,3,,,
SHP01430,WH7,DHL,Chennai,Bangalore,2444,9,,,
SHP01431,WH8,BlueDart,Mumbai,Delhi,14486,5,,,
SHP01432,WH5,UPS,Pune,Hyderabad,19423,5,,,
SHP01433,WH1,DHL,Pune,Hyderabad,3760,9,,,
SHP01434,WH3,BlueDart,Chennai,Bangalore,10115,8,,,
SHP01435,WH4,UPS,Mumbai,Delhi,15717,6,,,
SHP01436,WH8,BlueDart,Chennai,Bangalore,6166,6,,,
SHP01437,WH5,DHL,Chennai,Bangalore,14139,6,,,
SHP01438,WH3,FedEx,Mumbai,Delhi,8643,9,,,
SHP01439,WH5,DHL,Pune,Hyderabad,16723,2,,,
SHP01440,WH2,DHL,Mumbai,Delhi,13923,2,,,
SHP01441,WH2,DHL,Chennai,Bangalore,17081,2,,,
SHP01442,WH8,FedEx,Mumbai,Delhi,10569,3,,,
SHP01443,WH8,DHL,Chennai,Bangalore,19441,5,,,
SHP01444,WH7,FedEx,Chennai,Bangalore,13701,1,,,
SHP01445,WH3,FedEx,Pune,Hyderabad,1991,7,,,
SHP01446,WH2,UPS,Chennai,Bangalore,3652,7,,,
SHP01447,WH8,FedEx,Pune,Hyderabad,8116,6,,,
SHP01448,WH4,FedEx,Mumbai,Delhi,7322,4,,,
SHP01449,WH4,FedEx,Mumbai,Delhi,9307,5,,,
SHP01450,WH4,FedEx,Pune,Hyderabad,18989,2,,,
SHP01451,WH7,DHL,Chennai,Bangalore,19067,4,,,
SHP01452,WH6,FedEx,Pune,Hyderabad,17698,5,,,
SHP01453,WH6,FedEx,Chennai,Bangalore,3784,5,,,
SHP01454,WH2,UPS,Pune,Hyderabad,2363,7,,,
SHP01455,WH1,UPS,Pune,Hyderabad,15039,1,,,
SHP01456,WH1,DHL,Mumbai,Delhi,18601,9,,,
SHP01457,WH4,BlueDart,Mumbai,Delhi,6962,2,,,
SHP01458,WH5,FedEx,Chennai,Bangalore,10703,1,,,
SHP01459,WH8,BlueDart,Chennai,Bangalore,4091,7,,,
SHP01460,WH5,FedEx,Pune,Hyderabad,6286,8,,,
SHP01461,WH6,UPS,Mumbai,Delhi,4538,6,,,
SHP01462,WH1,DHL,Pune,Hyderabad,13300,2,,,
SHP01463,WH6,DHL,Mumbai,Delhi,14068,4,,,
SHP01464,WH5,BlueDart,Chennai,Bangalore,5607,8,,,
SHP01465,WH3,UPS,Chennai,Bangalore,17644,4,,,
SHP01466,WH4,FedEx,Chennai,Bangalore,3721,4,,,
SHP01467,WH4,DHL,Pune,Hyderabad,4379,1,,,
SHP01468,WH3,UPS,Mumbai,Delhi,14403,2,,,
SHP01469,WH7,UPS,Chennai,Bangalore,1970,3,,,
SHP01470,WH3,DHL,Pune,Hyderabad,7454,6,,,
SHP01471,WH1,DHL,Chennai,Bangalore,9049,5,,,
SHP01472,WH7,UPS,Pune,Hyderabad,2518,3,,,
SHP01473,WH7,BlueDart,Pune,Hyderabad,1078,3,,,
SHP01474,WH8,DHL,Mumbai,Delhi,4425,3,,,
SHP01475,WH7,UPS,Mumbai,Delhi,16505,8,,,
SHP01476,WH7,BlueDart,Chennai,Bangalore,18614,9,,,
SHP01477,WH8,DHL,Mumbai,Delhi,4305,1,,,
SHP01478,WH7,DHL,Pune,Hyderabad,4234,1,,,
SHP01479,WH5,FedEx,Chennai,Bangalore,12627,5,,,
SHP01480,WH6,UPS,Mumbai,Delhi,4465,5,,,
SHP01481,WH3,DHL,Mumbai,Delhi,7009,3,,,
SHP01482,WH7,UPS,Pune,Hyderabad,15598,9,,,
SHP01483,WH5,DHL,Chennai,Bangalore,1567,9,,,
SHP01484,WH1,UPS,Chennai,Bangalore,18376,7,,,
SHP01485,WH4,BlueDart,Pune,Hyderabad,11112,8,,,
SHP01486,WH6,UPS,Pune,Hyderabad,7032,7,,,
SHP01487,WH8,FedEx,Pune,Hyderabad,18685,2,,,
SHP01488,WH6,FedEx,Mumbai,Delhi,6502,4,,,
SHP01489,WH4,FedEx,Mumbai,Delhi,18013,3,,,
SHP01490,WH7,DHL,Mumbai,Delhi,15554,4,,,
SHP01491,WH4,FedEx,Chennai,Bangalore,13226,8,,,
SHP01492,WH5,UPS,Pune,Hyderabad,12500,9,,,
SHP01493,WH8,DHL,Pune,Hyderabad,3130,7,,,
SHP01494,WH1,FedEx,Chennai,Bangalore,15902,9,,,
SHP01495,WH1,BlueDart,Pune,Hyderabad,16611,2,,,
SHP01496,WH7,UPS,Pune,Hyderabad,5145,1,,,
SHP01497,WH3,DHL,Mumbai,Delhi,7139,4,,,
SHP01498,WH2,DHL,Chennai,Bangalore,12281,4,,,
SHP01499,WH7,BlueDart,Pune,Hyderabad,14594,9,,,
SHP01500,WH6,FedEx,Chennai,Bangalore,1628,1,,,
SHP01501,WH8,FedEx,Mumbai,Delhi,6794,4,,,
SHP01502,WH5,UPS,Chennai,Bangalore,15302,2,,,
SHP01503,WH5,UPS,Chennai,Bangalore,1672,4,,,
SHP01504,WH7,BlueDart,Pune,Hyderabad,12731,7,,,
SHP01505,WH5,BlueDart,Pune,Hyderabad,2048,2,,,
SHP01506,WH8,BlueDart,Pune,Hyderabad,10599,6,,,
SHP01507,WH5,FedEx,Mumbai,Delhi,6836,2,,,
SHP01508,WH8,FedEx,Chennai,Bangalore,1854,3,,,
SHP01509,WH7,DHL,Mumbai,Delhi,15811,5,,,
SHP01510,WH8,UPS,Chennai,Bangalore,16123,4,,,
SHP01511,WH2,BlueDart,Chennai,Bangalore,1510,4,,,
SHP01512,WH6,DHL,Mumbai,Delhi,17695,9,,,
SHP01513,WH3,DHL,Pune,Hyderabad,9386,6,,,
SHP01514,WH5,DHL,Mumbai,Delhi,13629,2,,,
SHP01515,WH1,DHL,Pune,Hyderabad,11165,9,,,
SHP01516,WH4,DHL,Pune,Hyderabad,10993,8,,,
SHP01517,WH7,DHL,Mumbai,Delhi,2680,9,,,
SHP01518,WH5,BlueDart,Pune,Hyderabad,4154,5,,,
SHP01519,WH8,FedEx,Mumbai,Delhi,17059,7,,,
SHP01520,WH1,DHL,Chennai,Bangalore,4140,6,,,
SHP01521,WH6,UPS,Pune,Hyderabad,17033,5,,,
SHP01522,WH1,FedEx,Chennai,Bangalore,11030,7,,,
SHP01523,WH7,DHL,Pune,Hyderabad,10120,8,,,
SHP01524,WH6,FedEx,Pune,Hyderabad,18134,2,,,
SHP01525,WH6,FedEx,Pune,Hyderabad,1385,4,,,
SHP01526,WH5,DHL,Pune,Hyderabad,1823,7,,,
SHP01527,WH5,FedEx,Pune,Hyderabad,3723,7,,,
SHP01528,WH6,BlueDart,Chennai,Bangalore,2381,5,,,
SHP01529,WH8,DHL,Pune,Hyderabad,4612,1,,,
SHP01530,WH4,DHL,Mumbai,Delhi,18656,6,,,
SHP01531,WH5,DHL,Pune,Hyderabad,14410,1,,,
SHP01532,WH7,FedEx,Chennai,Bangalore,18448,6,,,
SHP01533,WH6,DHL,Chennai,Bangalore,10704,3,,,
SHP01534,WH1,BlueDart,Mumbai,Delhi,1289,6,,,
SHP01535,WH3,FedEx,Mumbai,Delhi,13146,2,,,
SHP01536,WH7,BlueDart,Pune,Hyderabad,6541,2,,,
SHP01537,WH8,FedEx,Mumbai,Delhi,15220,6,,,
SHP01538,WH6,FedEx,Chennai,Bangalore,17806,7,,,
SHP01539,WH4,DHL,Chennai,Bangalore,6813,4,,,
SHP01540,WH8,FedEx,Chennai,Bangalore,4555,1,,,
SHP01541,WH7,UPS,Chennai,Bangalore,7779,4,,,
SHP01542,WH2,UPS,Pune,Hyderabad,19740,5,,,
SHP01543,WH5,DHL,Mumbai,Delhi,9626,1,,,
SHP01544,WH8,UPS,Chennai,Bangalore,6660,7,,,
SHP01545,WH1,UPS,Pune,Hyderabad,18734,8,,,
SHP01546,WH5,UPS,Pune,Hyderabad,5740,9,,,
SHP01547,WH7,DHL,Mumbai,Delhi,6426,4,,,
SHP01548,WH8,UPS,Pune,Hyderabad,3364,8,,,
SHP01549,WH1,BlueDart,Chennai,Bangalore,19469,7,,,
SHP01550,WH1,UPS,Mumbai,Delhi,1649,1,,,
SHP01551,WH5,BlueDart,Mumbai,Delhi,10726,4,,,
SHP01552,WH2,FedEx,Pune,Hyderabad,15784,5,,,
SHP01553,WH6,BlueDart,Mumbai,Delhi,9455,3,,,
SHP01554,WH1,UPS,Pune,Hyderabad,5466,2,,,
SHP01555,WH2,DHL,Chennai,Bangalore,8289,8,,,
SHP01556,WH2,FedEx,Chennai,Bangalore,4711,3,,,
SHP01557,WH8,DHL,Chennai,Bangalore,12086,8,,,
SHP01558,WH5,BlueDart,Chennai,Bangalore,4558,6,,,
SHP01559,WH5,BlueDart,Pune,Hyderabad,15405,7,,,
SHP01560,WH4,FedEx,Pune,Hyderabad,1116,9,,,
SHP01561,WH1,UPS,Mumbai,Delhi,7502,8,,,
SHP01562,WH6,DHL,Chennai,Bangalore,12117,7,,,
SHP01563,WH7,UPS,Mumbai,Delhi,9769,4,,,
SHP01564,WH6,FedEx,Mumbai,Delhi,9517,5,,,
SHP01565,WH5,DHL,Chennai,Bangalore,5995,8,,,
SHP01566,WH7,UPS,Pune,Hyderabad,13469,9,,,
SHP01567,WH6,UPS,Mumbai,Delhi,6262,1,,,
SHP01568,WH7,DHL,Pune,Hyderabad,10252,6,,,
SHP01569,WH2,DHL,Chennai,Bangalore,8537,1,,,
SHP01570,WH4,UPS,Pune,Hyderabad,14984,3,,,
SHP01571,WH8,UPS,Mumbai,Delhi,19717,4,,,
SHP01572,WH8,UPS,Pune,Hyderabad,14498,7,,,
SHP01573,WH6,BlueDart,Mumbai,Delhi,13520,9,,,
SHP01574,WH2,UPS,Chennai,Bangalore,15865,4,,,
SHP01575,WH5,UPS,Chennai,Bangalore,8018,5,,,
SHP01576,WH2,BlueDart,Chennai,Bangalore,16858,1,,,
SHP01577,WH7,DHL,Mumbai,Delhi,1739,4,,,
SHP01578,WH6,DHL,Mumbai,Delhi,1239,4,,,
SHP01579,WH8,UPS,Chennai,Bangalore,8636,9,,,
SHP01580,WH4,BlueDart,Chennai,Bangalore,17036,1,,,
SHP01581,WH3,BlueDart,Chennai,Bangalore,5123,3,,,
SHP01582,WH3,FedEx,Chennai,Bangalore,4600,6,,,
SHP01583,WH2,BlueDart,Chennai,Bangalore,8906,1,,,
SHP01584,WH2,BlueDart,Chennai,Bangalore,9465,3,,,
SHP01585,WH7,DHL,Chennai,Bangalore,14209,6,,,
SHP01586,WH4,UPS,Mumbai,Delhi,9060,4,,,
SHP01587,WH6,FedEx,Mumbai,Delhi,3114,2,,,
SHP01588,WH6,BlueDart,Pune,Hyderabad,2887,2,,,
SHP01589,WH5,BlueDart,Chennai,Bangalore,16788,5,,,
SHP01590,WH3,FedEx,Pune,Hyderabad,16870,3,,,
SHP01591,WH6,BlueDart,Mumbai,Delhi,18678,4,,,
SHP01592,WH7,BlueDart,Chennai,Bangalore,5728,2,,,
SHP01593,WH2,DHL,Chennai,Bangalore,5080,2,,,
SHP01594,WH3,DHL,Chennai,Bangalore,15887,6,,,
SHP01595,WH5,UPS,Mumbai,Delhi,7317,2,,,
SHP01596,WH7,BlueDart,Pune,Hyderabad,15636,1,,,
SHP01597,WH3,FedEx,Chennai,Bangalore,17120,9,,,
SHP01598,WH2,UPS,Pune,Hyderabad,18876,1,,,
SHP01599,WH8,DHL,Pune,Hyderabad,5168,4,,,
SHP01600,WH6,FedEx,Chennai,Bangalore,5188,3,,,
SHP01601,WH4,FedEx,Pune,Hyderabad,18018,7,,,
SHP01602,WH2,UPS,Pune,Hyderabad,6476,1,,,
SHP01603,WH2,BlueDart,Mumbai,Delhi,17517,4,,,
SHP01604,WH7,UPS,Mumbai,Delhi,9210,6,,,
SHP01605,WH4,FedEx,Pune,Hyderabad,18583,9,,,
SHP01606,WH4,BlueDart,Mumbai,Delhi,2764,7,,,
SHP01607,WH7,DHL,Pune,Hyderabad,5612,2,,,
SHP01608,WH5,UPS,Mumbai,Delhi,8478,9,,,
SHP01609,WH7,FedEx,Mumbai,Delhi,15876,9,,,
SHP01610,WH3,BlueDart,Mumbai,Delhi,9647,3,,,
SHP01611,WH6,DHL,Mumbai,Delhi,8814,3,,,
SHP01612,WH4,UPS,Mumbai,Delhi,4596,2,,,
SHP01613,WH3,DHL,Pune,Hyderabad,4513,3,,,
SHP01614,WH3,FedEx,Chennai,Bangalore,4369,6,,,
SHP01615,WH5,UPS,Pune,Hyderabad,19273,9,,,
SHP01616,WH4,UPS,Pune,Hyderabad,2870,5,,,
SHP01617,WH7,UPS,Chennai,Bangalore,14060,1,,,
SHP01618,WH2,DHL,Pune,Hyderabad,6124,9,,,
SHP01619,WH8,BlueDart,Pune,Hyderabad,3552,9,,,
SHP01620,WH4,BlueDart,Chennai,Bangalore,2914,1,,,
SHP01621,WH2,DHL,Chennai,Bangalore,7053,3,,,
SHP01622,WH8,FedEx,Pune,Hyderabad,3238,4,,,
SHP01623,WH2,DHL,Chennai,Bangalore,12708,8,,,
SHP01624,WH5,UPS,Chennai,Bangalore,17764,3,,,
SHP01625,WH4,FedEx,Chennai,Bangalore,8977,6,,,
SHP01626,WH2,FedEx,Pune,Hyderabad,11545,7,,,
SHP01627,WH6,FedEx,Pune,Hyderabad,13288,2,,,
SHP01628,WH6,FedEx,Chennai,Bangalore,15560,5,,,
SHP01629,WH8,UPS,Mumbai,Delhi,19435,4,,,
SHP01630,WH3,BlueDart,Chennai,Bangalore,19560,4,,,
SHP01631,WH8,UPS,Pune,Hyderabad,8394,1,,,
SHP01632,WH5,FedEx,Mumbai,Delhi,14311,5,,,
SHP01633,WH4,UPS,Pune,Hyderabad,3583,7,,,
SHP01634,WH6,UPS,Mumbai,Delhi,15612,8,,,
SHP01635,WH3,FedEx,Chennai,Bangalore,15492,8,,,
SHP01636,WH8,UPS,Pune,Hyderabad,11625,7,,,
SHP01637,WH2,DHL,Pune,Hyderabad,19864,9,,,
SHP01638,WH8,FedEx,Mumbai,Delhi,5951,4,,,
SHP01639,WH6,UPS,Chennai,Bangalore,11693,4,,,
SHP01640,WH5,UPS,Mumbai,Delhi,3216,7,,,
SHP01641,WH2,DHL,Chennai,Bangalore,11669,2,,,
SHP01642,WH7,FedEx,Pune,Hyderabad,17534,9,,,
SHP01643,WH7,DHL,Pune,Hyderabad,7438,5,,,
SHP01644,WH5,DHL,Mumbai,Delhi,4817,5,,,
SHP01645,WH7,FedEx,Chennai,Bangalore,14097,6,,,
SHP01646,WH8,FedEx,Pune,Hyderabad,4539,4,,,
SHP01647,WH7,FedEx,Mumbai,Delhi,6852,1,,,
SHP01648,WH8,UPS,Pune,Hyderabad,7815,5,,,
SHP01649,WH7,FedEx,Mumbai,Delhi,14459,7,,,
SHP01650,WH1,UPS,Chennai,Bangalore,12197,4,,,
SHP01651,WH5,BlueDart,Mumbai,Delhi,7790,3,,,
SHP01652,WH2,FedEx,Chennai,Bangalore,11649,8,,,
SHP01653,WH5,UPS,Pune,Hyderabad,5590,9,,,
SHP01654,WH4,UPS,Pune,Hyderabad,13456,2,,,
SHP01655,WH6,FedEx,Chennai,Bangalore,10398,2,,,
SHP01656,WH6,FedEx,Pune,Hyderabad,2483,6,,,
SHP01657,WH8,UPS,Pune,Hyderabad,10265,6,,,
SHP01658,WH2,FedEx,Mumbai,Delhi,8048,5,,,
SHP01659,WH2,BlueDart,Chennai,Bangalore,9200,1,,,
SHP01660,WH7,BlueDart,Pune,Hyderabad,4125,6,,,
SHP01661,WH4,BlueDart,Pune,Hyderabad,2597,2,,,
SHP01662,WH1,FedEx,Mumbai,Delhi,12903,5,,,
SHP01663,WH5,DHL,Chennai,Bangalore,8311,9,,,
SHP01664,WH2,DHL,Mumbai,Delhi,2121,2,,,
SHP01665,WH3,UPS,Mumbai,Delhi,12643,5,,,
SHP01666,WH6,FedEx,Pune,Hyderabad,2518,2,,,
SHP01667,WH8,BlueDart,Chennai,Bangalore,17723,6,,,
SHP01668,WH8,FedEx,Pune,Hyderabad,18073,9,,,
SHP01669,WH8,DHL,Chennai,Bangalore,19812,2,,,
SHP01670,WH8,DHL,Pune,Hyderabad,19971,6,,,
SHP01671,WH4,FedEx,Pune,Hyderabad,2879,7,,,
SHP01672,WH2,UPS,Chennai,Bangalore,15603,2,,,
SHP01673,WH6,UPS,Chennai,Bangalore,10915,4,,,
SHP01674,WH6,DHL,Mumbai,Delhi,7979,2,,,
SHP01675,WH8,BlueDart,Mumbai,Delhi,18327,4,,,
SHP01676,WH6,FedEx,Mumbai,Delhi,12465,9,,,
SHP01677,WH1,DHL,Chennai,Bangalore,4931,9,,,
SHP01678,WH6,FedEx,Pune,Hyderabad,6862,3,,,
SHP01679,WH3,FedEx,Chennai,Bangalore,1841,8,,,
SHP01680,WH8,BlueDart,Mumbai,Delhi,19957,1,,,
SHP01681,WH5,UPS,Mumbai,Delhi,8871,6,,,
SHP01682,WH7,DHL,Mumbai,Delhi,5359,9,,,
SHP01683,WH8,DHL,Mumbai,Delhi,17086,4,,,
SHP01684,WH4,BlueDart,Pune,Hyderabad,18531,8,,,
SHP01685,WH3,FedEx,Pune,Hyderabad,18009,1,,,
SHP01686,WH3,BlueDart,Mumbai,Delhi,19856,2,,,
SHP01687,WH8,BlueDart,Chennai,Bangalore,11796,8,,,
SHP01688,WH3,DHL,Mumbai,Delhi,8957,9,,,
SHP01689,WH5,FedEx,Mumbai,Delhi,12482,5,,,
SHP01690,WH3,UPS,Mumbai,Delhi,16255,6,,,
SHP01691,WH1,FedEx,Pune,Hyderabad,12402,3,,,
SHP01692,WH6,BlueDart,Chennai,Bangalore,5943,8,,,
SHP01693,WH7,DHL,Pune,Hyderabad,19671,4,,,
SHP01694,WH7,BlueDart,Mumbai,Delhi,19868,6,,,
SHP01695,WH4,DHL,Mumbai,Delhi,9714,7,,,
SHP01696,WH4,BlueDart,Mumbai,Delhi,6299,6,,,
SHP01697,WH8,BlueDart,Chennai,Bangalore,5435,6,,,
SHP01698,WH3,UPS,Pune,Hyderabad,15880,6,,,
SHP01699,WH2,UPS,Pune,Hyderabad,4846,2,,,
SHP01700,WH7,BlueDart,Chennai,Bangalore,12132,9,,,
SHP01701,WH7,BlueDart,Pune,Hyderabad,10702,7,,,
SHP01702,WH2,UPS,Mumbai,Delhi,9148,2,,,
SHP01703,WH4,UPS,Chennai,Bangalore,1175,1,,,
